CUOC,Descripcion_CUOC
34351,"Asisten a trabajadores técnicos y realizan otras tareas de apoyo relacionadas con la coordinación, producción de cine y las artes escénicas. Se pueden desempeñar en estaciones de radio y televisión, estudios de grabación, compañías de producción de cine y teatro, centros de convenciones, festivales de música, teatro, artes circenses y demás espectáculos, así como por otras empresas del sector público y privado, entre otros."
34352,"Plasman representaciones artísticas sobre la piel de manera temporal o permanente siguiendo las indicaciones de los clientes en términos de diseño, técnica y la superficie del cuerpo, aplican condiciones higiénico-sanitarias y de bioseguridad. Igualmente, asesoran sobre la elaboración del arte, técnicas de diseño y complementos artísticos, pueden dar recomendaciones y métodos para cuidar el trabajo realizado y evitar complicaciones después de actuar sobre la piel. Se pueden desempeñar en estudios de tatuajes o en establecimientos convencionales y no convencionales, especializados y autorizados para este fin, eventos públicos, entre otros."
34353,"Asisten a la coordinación y producción de eventos y espectáculos dentro y fuera del escenario y la logística de los diferentes equipos que se pueden usar instrumentos, parlantes, micrófonos, consolas, luces, parrillas y accesorios, verificando las condiciones óptimas para la presentación y el cumplimiento de los requisitos especiales que puedan tener. Se pueden desempeñar en estudios de grabación, compañías de producción de cine y teatro, entre otros."
34354,"Asisten y acompañan el desarrollo de proyectos audiovisuales y de las artes escénicas, implementando planes de trabajo y especificaciones técnicas y artísticas de la dirección y la producción. Se pueden desempeñar en estudios de grabación, compañías de producción de cine y teatro, entre otros."
34355,"Planifican, organizan, ejecutan y supervisan actividades técnicas y artísticas del vestuario, escenografía, decoración y utilería, siguiendo parámetros del diseñador de producción y el director, para producciones audiovisuales y de las artes escénicas. Se pueden desempeñar en estudios de grabación, compañías de producción de cine y teatro, entre otros."
35110,"Implementan la infraestructura tecnológica, redes de datos, tecnologías de voz sobre protocolos de internet, software de soporte de servicios de conectividad, aplicaciones de tecnologías de la información y las comunicaciones, utiliza herramientas de diagnóstico de seguridad de la información en las organizaciones. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas, de forma independiente, entre otros."
35121,"Proporcionan asistencia técnica a los usuarios, ya sea directamente o por teléfono, correo electrónico u otros medios, incluyendo el diagnóstico y la solución de dificultades y problemas con el software, hardware, equipos periféricos, redes, bases de datos e internet, la disponibilidad, orientación y apoyo en el despliegue, instalación y mantenimiento de sistemas. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, de manera independiente, entre otros."
35122,"Interactúan con los clientes internos y externos proporcionando información, realizan actividades de servicios especializados de los clientes y usuarios en el contexto de procesos de negocio; cumple indicadores de eficiencia, calidad, directrices y políticas. Las funciones y responsabilidades varían según el tipo de servicio especializado. Se pueden desempeñar en empresas públicas o privadas, entre otros."
35130,"Implementan, operan y mantienen la infraestructura tecnológica, redes de datos, tecnologías de voz sobre protocolos de internet, software de soporte de servicios de conectividad, aplicaciones de tecnologías de la información y las comunicaciones, utiliza herramientas de diagnóstico de seguridad de la información en las organizaciones. Se pueden desempeñar de forma independiente para organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros."
35140,"Mantienen, supervisan y apoyan el óptimo funcionamiento de internet, intranet, sitios web y el hardware y software del servidor web. Garantizan el funcionamiento y la operación de servicios de tecnologías web. Se pueden desempeñar de forma independiente para organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros."
35211,"Operan cámaras de cine, televisión y equipo relacionado para la grabación de noticias, eventos, películas, videos y programas de televisión. Controlan el funcionamiento técnico de los equipos para grabar, editar y transmitir imágenes y sonidos de programas de radio y televisión, así como otro tipo de señales. Se pueden desempeñar en programadoras de televisión, compañías cinematográficas, productoras de video, trabajar en forma independiente, entre otros."
35212,"Operan consolas de control y otro equipo de radiodifusión para canalizar y monitorear transmisiones de radio y televisión a través de emisoras y cadenas. Asisten a trabajadores técnicos y realizan otras tareas de apoyo relacionadas con la producción de cine y las artes escénicas. Se pueden desempeñar en estaciones de radio y televisión, estudios de grabación, compañías de producción de cine y teatro, cadenas y estaciones de difusión de radio y televisión, entre otros."
35213,"Incluyen técnicos y supervisores que asisten y realizan tareas de apoyo relacionadas con la producción de cine y las artes escénicas. Controlan el funcionamiento técnico de los equipos para grabar y editar imágenes y sonidos para su transmisión. Se pueden desempeñar en estaciones de radio y televisión, estudios de grabación, compañías de producción de cine y teatro, entre otros."
35214,"Operan equipo de grabación, edición, mezcla y masterización de sonido, análogo y digital; para grabar, editar y mezclar diálogos, ambientes, efectos, foley y música; para películas, videos, programas de radio, televisión, grabaciones y sonido en vivo. Se pueden desempeñar en compañías de producción de cine y vídeo, periodismo, grabación de sonido, estaciones de radio y televisión, empresas de renta de equipos de audio, teatros, auditorios, eventos, establecimientos de recreación y ocio, entre otros."
35215,"Realizan labores operacionales relacionadas con el audio, realizan procesos técnicos y de operación de equipos basados en la decisión y los lineamientos del ingeniero de sonido o del productor musical, apoyan asistiendo la producción y edición de proyectos de grabación de audio. Se pueden desempeñar en estudios de grabación, festivales de música, disqueras, productoras de televisión, teatros, entre otros."
